Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
Non-covered Recipient Entity,,,,,,,1111 6th Avenue,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000010823,Boehringer Ingelheim Pharma GmbH & Co.KG,,3.46,05/19/2015,In-kind items and services,324161658,,,"Randomized, double-blind, Evaluation in secondary Stroke Prevention comparing the EfficaCy and safety of the oral Thrombin inhibitor dabigatran etexilate, 110 mg or 150 mg, oral b.i.d., versus acetylsalicylic acid, 100 mg oral q.d., in patients with Embolic Stroke of Undetermined Source, RESPECT ESUS",,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DR,,IOWA CITY,52242,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000010823,Boehringer Ingelheim Pharma GmbH & Co.KG,,142.75,04/27/2015,In-kind items and services,324171350,,,A Phase III case series clinical study of the reversal of the anticoagulant effects of dabigatran by intravenous administration of 5.0g idarucizumab (BI 655075) in patients treated wtih dabigatran etexilate who have uncontrolled bleeding or require emergency surgery or procedures.RE-VERSE AD (A study of the RE-VERSal Effects of Idarucizumab on Active Dabigatran) trial,,
Covered Recipient Teaching Hospital,2948,UNIV OF IOWA HOSP & CLINIC,,,,,200 HAWKINS DR,,IOWA CITY,52242,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000010823,Boehringer Ingelheim Pharma GmbH & Co.KG,,1.00,07/28/2015,In-kind items and services,324171352,,,A Phase III case series clinical study of the reversal of the anticoagulant effects of dabigatran by intravenous administration of 5.0g idarucizumab (BI 655075) in patients treated wtih dabigatran etexilate who have uncontrolled bleeding or require emergency surgery or procedures.RE-VERSE AD (A study of the RE-VERSal Effects of Idarucizumab on Active Dabigatran) trial,,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,74.81,10/06/2015,In-kind items and services,324147036,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,74.81,10/06/2015,In-kind items and services,324147038,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,149.63,10/26/2015,In-kind items and services,324147040,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,149.63,10/26/2015,In-kind items and services,324147042,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,149.63,10/26/2015,In-kind items and services,324147044,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,172.86,10/26/2015,In-kind items and services,324147046,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,40.00,07/25/2015,In-kind items and services,324147048,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,325.00,07/25/2015,In-kind items and services,324147050,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,349.00,07/25/2015,In-kind items and services,324147052,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,349.00,07/25/2015,In-kind items and services,324147054,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,349.00,07/25/2015,In-kind items and services,324147056,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,549.00,07/25/2015,In-kind items and services,324147058,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,549.00,07/25/2015,In-kind items and services,324147060,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,549.00,07/25/2015,In-kind items and services,324147062,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147064,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147066,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147068,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147070,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147072,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147074,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147076,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.85,07/25/2015,In-kind items and services,324147078,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,7.50,12/15/2015,In-kind items and services,324147080,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,45.00,10/08/2015,In-kind items and services,324147082,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,45.00,11/02/2015,In-kind items and services,324147084,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,210.00,10/08/2015,In-kind items and services,324147086,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,280.00,10/08/2015,In-kind items and services,324147088,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,280.00,11/02/2015,In-kind items and services,324147090,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,294.00,11/20/2015,In-kind items and services,324147092,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,294.00,12/15/2015,In-kind items and services,324147094,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,336.00,11/25/2015,In-kind items and services,324147096,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,650.00,11/20/2015,In-kind items and services,324147098,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,650.00,12/15/2015,In-kind items and services,324147100,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,1098.00,11/20/2015,In-kind items and services,324147102,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,1098.00,12/15/2015,In-kind items and services,324147104,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,698.00,11/20/2015,In-kind items and services,324147106,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,698.00,12/15/2015,In-kind items and services,324147108,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,70.00,11/20/2015,In-kind items and services,324147110,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,149.63,11/23/2015,In-kind items and services,324147112,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus - EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,15.00,11/20/2015,In-kind items and services,324147114,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,525.00,11/02/2015,In-kind items and services,324147116,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,22.50,08/20/2015,In-kind items and services,324147118,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,140.00,11/02/2015,In-kind items and services,324147120,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,30.00,11/02/2015,In-kind items and services,324147122,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,22.50,12/15/2015,In-kind items and services,324147124,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,175.00,10/08/2015,In-kind items and services,324147126,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,140.00,12/15/2015,In-kind items and services,324147128,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,37.50,10/08/2015,In-kind items and services,324147130,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,29.93,07/30/2015,In-kind items and services,324146994,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,29.93,07/30/2015,In-kind items and services,324146996,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,14.96,08/04/2015,In-kind items and services,324146998,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,25.19,08/04/2015,In-kind items and services,324147000,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,29.93,08/04/2015,In-kind items and services,324147002,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,44.89,08/04/2015,In-kind items and services,324147004,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,37.75,09/29/2015,In-kind items and services,324147006,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,58.34,09/29/2015,In-kind items and services,324147008,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
Non-covered Recipient Entity,,,,,,,411 Laurel Street,,Des Moines,50314,,,Boehringer Ingelheim Pharma GmbH & Co.KG,100000061372,Boehringer Ingelheim Limited,,66.03,09/29/2015,In-kind items and services,324147010,,,"A Phase III, randomised, double blind, placebo-controlled, parallel group, efficacy, safety and tolerability trial of once daily, oral doses of Empagliflozin as Adjunctive to inSulin thErapy over 52 weeks in patients with Type 1 diabetes mellitus -EASE-2",,
