Covered_Recipient_Type,Teaching_Hospital_ID,Teaching_Hospital_Name,Physician_Profile_ID,Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673900
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673904
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673916
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,13501-5930,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671236
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,14215-1145,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671240
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,18901-3525,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671246
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,40536-0093,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673932
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672466
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,32610-3003,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672480
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,32610-3003,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672484
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,37660-7332,,,Cordis Corporation,100000005411,Cordis Corporation,CA,800.00,04/18/2014,In-kind items and services,165672504
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,55905-0001,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672536
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,1775.00,07/16/2014,Cash or cash equivalent,164071650
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,4629.79,12/18/2014,Cash or cash equivalent,164071682
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,35233-2110,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671276
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,37660-7332,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,05/15/2014,In-kind items and services,165671278
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,37920-2244,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671284
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,92868-4228,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671318
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,97302-6222,,,Cordis Corporation,100000005411,Cordis Corporation,CA,500.00,01/22/2014,In-kind items and services,165671322
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,37934-1979,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,02/14/2014,In-kind items and services,165669400
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669440
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669444
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669460
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,19464-3224,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669250
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669466
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669480
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,19464-3224,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669252
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669272
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669276
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669290
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669308
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669320
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669324
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,11/25/2014,In-kind items and services,165669330
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669346
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669358
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669374
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669376
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,19464-3224,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669246
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,19464-3224,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669254
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669304
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669352
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669362
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669380
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,12/16/2014,Cash or cash equivalent,164079602
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,11/17/2014,Cash or cash equivalent,164079580
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,39.48,11/15/2014,Cash or cash equivalent,164080658
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,11/15/2014,Cash or cash equivalent,164080664
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,11/15/2014,Cash or cash equivalent,164080666
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,09/01/2014,Cash or cash equivalent,164071656
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,5.40,06/09/2014,Cash or cash equivalent,164071610
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.01,06/09/2014,Cash or cash equivalent,164071616
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,204.60,02/04/2014,Cash or cash equivalent,164071582
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669416
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669452
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669478
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,19464-3224,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669258
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,23452-5765,,,Cordis Corporation,100000005411,Cordis Corporation,CA,2500.00,01/22/2014,In-kind items and services,165669262
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669270
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669294
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669296
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669300
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,85224-5680,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669506
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669366
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27609-7300,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669372
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,23454-3064,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671258
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,37660-7332,,,Cordis Corporation,100000005411,Cordis Corporation,CA,4425.00,05/22/2014,In-kind items and services,165671282
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,43701-2868,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671294
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,65201-8023,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671306
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,72211-3714,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,04/18/2014,In-kind items and services,165671308
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,92123-4233,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671316
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,32610-3003,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672486
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,32610-3003,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672496
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,55905-0001,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672526
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,55905-0001,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672530
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,27610-1231,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,01/13/2014,In-kind items and services,165669386
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,37660-7332,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,05/15/2014,In-kind items and services,165669398
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,48602-6912,,,Cordis Corporation,100000005411,Cordis Corporation,CA,4000.00,02/10/2014,In-kind items and services,165669406
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,52803-2473,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,03/21/2014,In-kind items and services,165669408
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669410
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669418
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669424
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669438
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669442
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,32216-4331,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671270
Non-covered Recipient Entity,,,,,,,1227 E Rusholme St,,Davenport,78758-5386,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,04/18/2014,In-kind items and services,165671314
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669456
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669462
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669488
Non-covered Recipient Entity,,,,,,,1415 Woodland Ave,Ste 218,Des Moines,70121-2429,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,11/25/2014,In-kind items and services,165669490
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,77030-2312,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672554
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673856
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673884
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673918
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,35630-5767,,,Cordis Corporation,100000005411,Cordis Corporation,CA,400.00,03/21/2014,In-kind items and services,165673928
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,77030-2312,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673940
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,77030-2312,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673944
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,77030-2312,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673946
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,63.25,11/17/2014,Cash or cash equivalent,164079572
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,22.27,10/10/2014,Cash or cash equivalent,164079536
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,180.55,10/10/2014,Cash or cash equivalent,164079542
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,15.69,10/11/2014,Cash or cash equivalent,164079552
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,12/16/2014,Cash or cash equivalent,164079598
Non-covered Recipient Entity,,,,,,,300 E Locust St,,Des Moines,50309,,,Incyte Corporation,100000000263,Incyte Corporation,DE,39.48,12/16/2014,Cash or cash equivalent,164079608
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,39.48,11/15/2014,Cash or cash equivalent,164080662
Non-covered Recipient Entity,,,,,,,202 10th St Se,,Cedar Rapids,52403,,,Incyte Corporation,100000000263,Incyte Corporation,DE,641.28,12/05/2014,Cash or cash equivalent,164083772
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,01/01/2014,Cash or cash equivalent,164071576
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,2500.00,10/16/2014,Cash or cash equivalent,164080654
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,1000.00,10/16/2014,Cash or cash equivalent,164080656
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,03/01/2014,Cash or cash equivalent,164071586
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,973.75,04/15/2014,Cash or cash equivalent,164071598
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,1775.00,11/24/2014,Cash or cash equivalent,164071678
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673858
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673866
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673878
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673890
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673896
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672470
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,37934-1979,,,Cordis Corporation,100000005411,Cordis Corporation,CA,800.00,03/21/2014,In-kind items and services,165672512
Non-covered Recipient Entity,,,,,,,5880 University Ave,,West Des Moines,55905-0001,,,Cordis Corporation,100000005411,Cordis Corporation,CA,100.00,10/24/2014,In-kind items and services,165672520
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,02114-3117,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673920
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,77030-2312,,,Cordis Corporation,100000005411,Cordis Corporation,CA,200.00,10/24/2014,In-kind items and services,165673938
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,98104-1132,,,Cordis Corporation,100000005411,Cordis Corporation,CA,700.00,01/13/2014,In-kind items and services,165673952
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,08/01/2014,Cash or cash equivalent,164071652
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,12/01/2014,Cash or cash equivalent,164071680
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,125.00,04/01/2014,Cash or cash equivalent,164071590
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,23.80,11/15/2014,Cash or cash equivalent,164080660
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,63.25,11/15/2014,Cash or cash equivalent,164080670
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,39.48,11/15/2014,Cash or cash equivalent,164080674
Non-covered Recipient Entity,,,,,,,202 10th St Se,,Cedar Rapids,52403,,,Incyte Corporation,100000000263,Incyte Corporation,DE,111.55,12/05/2014,Cash or cash equivalent,164083770
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,95.00,09/01/2014,Cash or cash equivalent,164071658
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,5.40,06/09/2014,Cash or cash equivalent,164071612
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,95.00,08/01/2014,Cash or cash equivalent,164071654
Non-covered Recipient Entity,,,,,,,1215 Duff Ave,,Ames,50010,,,Incyte Corporation,100000000263,Incyte Corporation,DE,660312.74,10/14/2014,Cash or cash equivalent,164080652
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,4935.37,04/04/2014,Cash or cash equivalent,164071592
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,35.80,04/09/2014,Cash or cash equivalent,164071594
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,10.80,06/09/2014,Cash or cash equivalent,164071624
Covered Recipient Teaching Hospital,1761,UNIV OF IOWA HOSP & CLINIC,,,,,200 Hawkins Dr,,Iowa City,52242,,,Incyte Corporation,100000000263,Incyte Corporation,DE,16.20,06/09/2014,Cash or cash equivalent,164071630
